uid,pid,tstamp,lmuser_id,crdate,cruser_id,deleted,hidden,category_id,"name_de","name_en","desc_de","desc_en",is_mandatory,order_number
83,754,1354652136,103,1345708532,103,0,0,14,"Ist das Glossar sinnvoll sortiert und bietet eine angemessene, intuitive Navigation?","Is the glossary structured intelligently? Does it offer a suitable and intuitive navigation?","Das Glossar sollte bspw. alphabetisch sortiert sein und die Möglichkeit bieten, über die Anfangsbuchstaben direkt auf die jeweiligen Teillisten zuzugreifen. Sofern die Listen sehr lang sind, sollte bei jedem Eintrag ein Navigationsmöglichkeit angeboten werden, um zum Anfang der Liste zurückzukehren.","The glossary could for instance be sorted alphabetically, allowing access to sub-lists via the first letter. If lists are very long, each entry should have a link to the top of the list.",1,3
84,754,1354652213,103,1345708532,103,0,0,14,"Ist das Glossar übersichtlich gestaltet?","Is the glossary clearly arranged?","Die erläuterten Begriffe sollten beispielsweise farblich, durch Fettdruck oder Absätze von den Erklärungen abgehoben werden und sich durch Abstände von den restlichen Einträgen abgrenzen.","Individual entries should be separated from the explanations and the other entries by color, font styles and/or spacing.",1,4
85,754,1354652373,103,1345708532,103,0,0,14,"Sind Querverweise zu anderen, thematisch verwandten Einträgen vorhanden, so dass der Anwender explorativ das Glossar erkunden und Zusammenhänge erkennen kann?","Are there cross-references to thematically related items, so that users can explore the glossary and make connections?","Die Querverweise werden als zusätzliche Information angeboten und sind optisch als solche gekennzeichnet. Die Querverweise unterstützen den Anwender zusätzlich bei der Navigation. Querverweise auf externe Seiten sind als solche gesondert gekennzeichnet und werden in einem neuen Fenster geöffnet.","Cross-references offer additional information and are suitably marked. Cross-references to external sites are specially marked and open in a new browser window or tab.",0,5
86,754,1354652449,103,1345708532,103,0,0,15,"Ist klar ersichtlich, wie aktuell die jeweiligen Beiträge sind?","Is it obvious, how up-to-date contributions are?","Es sind keine obsoleten oder veralteten Beiträge zu erkennen.","There are no obsolete items online.",1,1
87,754,1354652546,103,1345708532,103,0,0,16,"Beinhaltet der Veranstaltungskalender eine ausreichende Anzahl an Einträgen?","Does the event calendar contain a sufficient number of entries?","Ein Veranstaltungskalender sollte nur dann angeboten werden, wenn auch eine ausreichende Anzahl von Einträgen zur Verfügung steht, z.B. bei einer Monatsansicht mind. ein Termin pro Monat, bei einer Jahresansicht mind. 2-3 Termine pro Jahr. Andernfalls sollten die Veranstaltungen eher über eine Newsfunktion oder ähnliches beworben werden.","An event calendar should be offered only if a sufficient number of entries is available (e.g. a monthly view should contain at least one entry). Else events should be announced in the news section of the website or similar.",1,1
88,754,1354652597,103,1345708532,103,0,0,16,"Wird der Kalender regelmässig aktualisiert und sind die enthaltenen Daten stets aktuell?","Is the event calendar regularly updated and is it always up to date.","","",1,2
89,754,1354652689,103,1345708532,103,0,0,16,"Beinhaltet der Kalender genügend Informationen zu den einzelnen Veranstaltungen?","Does the calendar contain sufficient information on the individual events?","Der Veranstaltungskalender sollte den Namen der Veranstaltung, den Ort, die genaue Zeit sowie allfällige Eintrittskosten oder relevante Zusatzinformationen (z.B. \"nur für Studenten\", \"Vorträge in Englisch\") beinhalten. Zudem ist eine kurze inhaltliche Beschreibung der Veranstaltungen hilfreich.","The event calendar should include the title, the location, the date as well as entry fees and any other relevant additional information (e.g. \"presentation in English\", \"for students only\", etc.). A thematical overview of the events would be useful.",1,3
90,754,1354652796,103,1345708532,103,0,0,16,"Kann innerhalb des Kalenders zwischen den einzelnen Monaten navigiert werden?","Does the calendar provide a navigation between the different months?","Der Kalender sollte sowohl die Navigation zu vergangenen Monaten als auch in die Zukunft unterstützen. Einträge zu vergangenen Events sollten auch im Nachhinein noch abrufbar sein.","The calendar should support upcoming as well as past events, so that information on the recent programme continuous to be available.",1,4
91,754,1354652878,103,1345708532,103,0,0,16,"Kann nach einer konkreten Veranstaltung gesucht werden?","Does the calendar provide a search function for specific events?","Der Kalender sollte sowohl nach Veranstaltungsnamen, als auch thematisch durchsuchbar sein (Volltextsuche). Eine Einschränkung der Suche auf einen definierten Zeitraum ist von Vorteil.","The calendar should allow searches by event names as well as a subject search (full text). Limiting searches by date range would be an advantage.",0,5
92,754,1354653105,103,1345708532,103,0,0,16,"Werden ausreichend Extraktionsmechanismen wie eine Druckfunktion angeboten?","Are extraction mechanisms (e.g. print function) available?","Einzelne Veranstaltungen sollten in einer auf den Druck angepassten Version zur Verfügung gestellt werden. Zudem ist es sinnvoll, Veranstaltungshinweise per Mail an potentielle Interessenten verschicken zu können. Gegebenenfalls können auch Schnittstellen zu Social-Networking-Plattformen angeboten werden, so dass die Veranstaltung vielseitig beworben werden kann.","Information on specific events should be available in a printer friendly version. Likewise, a feature allowing users to forward information about upcoming events by email. Where applicable, interfaces to social networking platforms should be included, to promote an event to a wider public.",0,6
93,754,1354653149,103,1345708532,103,0,0,16,"Können Termine in den eigenen Kalender importiert werden?","Can events be imported to the own personal calendar?","Es empfiehlt sich, zusätzliche Integrationsmöglichkeiten für Termine in den eigenen Kalender mit anzubieten, z.B. im iCal-Format.","Additional mechanisms for the exchange of appointments would be an advantage. For instance the iCal format should be supported.",0,7
94,754,1354653200,103,1345708532,103,0,0,16,"Bietet der Veranstaltungskalender einen RSS-Feed?","Does the event calendar provide an RSS feed?","Der Veranstaltungskalender sollte die Möglichkeit bieten, sich mittels RSS automatisch über neue Veranstaltungshinweise informieren lassen zu können.","The event calender should offer users the option to automatically receive information about new events via RSS feed.",0,8
95,754,1354653334,103,1345708532,103,0,0,17,"Sind die einzelnen Newsbeiträge oder Newsletter mit Datum versehen und chronologisch sortiert?","Does each post/newsletter bear a specific date. Are they sorted chronologically?","Das Datum der Beiträge sollte auf den ersten Blick ersichtlich sein. Aktuelle Beiträge sollten hierbei an oberster Stelle platziert sein.","The creation date of each post should be visible at first glance. Recent post should be displayed at the top of the news list.",1,1
96,754,1354653450,103,1345708532,103,0,0,17,"Ist ein grober Überblick über die Inhalte der News/ des Newsletters gegeben?","Is a brief introduction to the content of the news/newsletter available?","Neben einem sprechenden Titel sollte zusätzlich eine kurze inhaltliche Zusammenfassung vorhanden sein, ohne dass der Anwender den Beitrag oder Newsletter öffnen muss.","In addition to a self-explanatory title there should also be a short abstract of each item, to make it easier for users to decide which entries are relevant to them.",1,2
97,754,1354653560,103,1345708532,103,0,0,17,"Sind die Inhalte der Beiträge allgemein verständlich und bieten dem Anwender einen Mehrwert?","Are the news items easily understandable and do they offer an added value to users?","Die Beiträge sind in einer gut verständlichen Sprache formuliert und Fachbegriffe werden gegebenenfalls erklärt. Bei Veranstaltungshinweisen sind Name, Ort und Datum mitangegeben. Ansprechpartner für weiterführende Fragen sind benannt.","Articles are easy to follow and technical terms are explained where appropriate. Information about events includes title, location and date of the event. A contact adress for further questions is available.",1,3
98,754,1354653864,103,1345708532,103,0,0,17,"Sofern Push-Dienste eingesetzt werden (z.B. E-Mail-Versand eines Newsletters), ist die Registrierung einfach zu finden und zu tätigen?","If push services are used (e.g. e-mail newsletters), is it easy for the users to register?","Zur Registrierung steht ein Kontaktformular zur Verfügung, dass den Anwender in der Eingabe unterstützt. Er wird auf die AGB hingewiesen und muss keine unnötigen Angaben (z.B. Alter, Geschlecht) tätigen, sondern bestenfalls lediglich seine Email-Adresse angeben. Abschliessend erhält der Anwender eine Email an die Adresse, in welcher die Registrierung bestätigt wird und alle relevanten Informationen (z.B. Abmeldemodalitäten) zusammengefasst  werden.","A contact form is provided for registration and the user is made aware of the terms of usage. Registration for the newsletter should be possible without unnecessary information (e.g. age, gender, etc.). Ideally the user´s e-mail-adress suffices. At the end of the registration process users receive an email, confirming their registration and summarizing all relevant information (e.g. how to deregister).",1,4
99,754,1354653992,103,1345708532,103,0,0,17,"Sofern Push-Dienste eingesetzt werden (z.B. Email-Versand eines Newsletters), ist eine Abmeldung einfach und jederzeit möglich?","If a push service is used is a deregistration for the newsletter possible at any time?","Die Abmeldung sollte prominent platziert sein (entweder in der Mail des Newsletters, im Newsletter selbst oder auf der entsprechenden Webseite) und mittels weniger Schritte (z.B. Email an unsubscribe@newsletter.ch, Angabe der Email-Adresse und Absenden per Button) jederzeit zu tätigen sein.","Deregistration information should be prominently displayed (either in the mailings of the newsletter, in the newsletter itself or on the website).",1,5
100,754,1354869302,103,1345708532,103,0,0,17,"Ist die Personalisierung des Newsletters möglich und einfach einzustellen?","Does the newsletter offer personalization features and are they easy to use?","Der Nutzer kann beispielsweise mittels eines einfachen Formulars die Themenbereiche auswählen, für die er sich interessiert. Hierauf wird entweder die Anzeige der Newsbeiträge entsprechend gefiltert oder es werden individuelle Newsletter versendet.","For instance, users can indicate which topic they are interested in, using a simple form. Based on this news items are filtered prior to display; alternatively, each user receives an individual newsletter.",0,6
101,754,1354869457,103,1345708532,103,0,0,17,"Können die Abonnenten ihre Nutzerdaten verwalten und ist klar ersichtlich, wie und wo sie das können?","Can the subscribers manage their account date on their own and is it obvious where and how they can do this?","Persönliche Angaben (auf alle Fälle die Email-Adresse) können jederzeit selbstständig über ein Webformular direkt geändert werden. Bei personalisierten Angeboten muss zudem eine Anpassung der Themenbereiche möglich sein.","Users can change personal information (at the very least their email address) at any time through a web form. For personalized services, they can change their topics of interest by themselves.",0,7
102,754,1354869623,103,1345708532,103,0,0,17,"Ist es möglich, Newsbeiträge per RSS-Feed zu abonnieren?","Is it possible to receive the latest news automatically by using a RSS feed?","Anwender sollten die Möglichkeit haben, sich automatisch über neue Nachrichtenbeiträge informieren lassen zu können. Vorteilhaft wäre es hierbei, wenn monatliche Newsletter, die per Mail versendet werden, in einzelne Artikel aufgeteilt würden, so dass RSS-übliche Funktionen wie thematische Filter eingesetzt werden können.","Users should have the opportunity to automatically receive news items. It would be an advantage to divide newsletters into single articles if distributed by email. The usual RSS-functions could be used for filtering by topic.",0,1
103,754,1354869846,103,1345708532,103,0,0,18,"Ist der Link zum Weblog oder der Blog selbst angemessen in die Bibliothekswebseite eingebunden?","Is the link to the weblog adequately integrated into the library website?","Der Weblog ist entweder in die Seite selbst integriert oder kann per Link in einem neuen Fenster oder Tab geöffnet werden. Bei letzterem ist der Link zum Blog angemessen in die Seitennavigation oder an einer anderen passenden Stelle eingebaut. Dem Anwender ist dann klar ersichtlich, dass er auf eine andere Plattform wechselt.","The blog is either integrated into the library site itself or it can be opened in a new browser window or via a link. In the latter case the link to the blog should be integrated into the navigation menue or be conveniently placed elsewhere on the page. It should be obvious to users that the link will take them to another plattform.",1,1
104,754,1354873235,103,1345708532,103,0,0,18,"Ist der Weblog der Bibliothek angemessen, übersichtlich und  ansprechend gestaltet?","Is the library's weblog adequate, well-structured and appealing?","Vor allem bei der Nutzung von externen Weblogs wird das Design (Farbgebung, Logo, usw.) der Bibliothekswebseite aufgegrifffen und wirkt zeitgemäss und ansprechend. Die Struktur des Auftritts ist übersichtlich gestaltet.Der neuste Eintrag wird zuoberst angezeigt.","Especially when external weblogs are used, their design should correspond with that of the library website (color scheme, logo, etc.). The blog should have a clear structure, with the latest article displayed in top position.",1,2
105,754,1354873376,103,1345708532,103,0,0,18,"Ist ein grober Überblick über die Inhalte der einzelnen Beiträge gegeben?","Is there an overview ofthe content of the individual contributions?","Neben einem sprechenden Titel sollte zusätzlich eine kurze inhaltliche Zusammenfassung  bzw. der komplette Beitrag angezeigt werden.","The site should be self-explanatory. A brief abstract or the entire posting should be displayed.",1,3
106,754,1354873590,103,1345708532,103,0,0,18,"Sind die Inhalte der Beiträge allgemein verständlich und bieten dem Anwender Zusatzinformationen zur bestehenden Webseite?","Are the articles in the blog generally understandable and do they offer additional information?","Die Beiträge sind in einer gut verständlichen Sprache formuliert und Fachbegriffe werden gegebenenfalls erklärt. Bei Veranstaltungshinweisen sind Name, Ort und Datum mitangegeben. Die Inhalte unterscheiden sich von den restlichen Seiten der Bibliothekswebseite und greifen aktuelle Themen auf. Multimediale Inhalte werten den Blog auf.","Blog entries are well-written, with explanations of the technical terms used. Information on events come with title, location and date of the event. Content does not merely duplicate the other pages and the library website. Multimedia content adds to the quality of a blog.",1,4
107,754,1354873669,103,1345708532,103,0,0,18,"Werden dem Blog regelmässig neue Beiträge hinzugefügt?","Does the blog regularly feature new material?","Wenn möglich sollte mindestens einmal wöchentlich ein neuer Beitrag hinzugefügt werden, optimalerweise täglich.","Ideally, new articles should be added to the blog on a daily basis. At the very least the blog should be updated once a week.",1,5
108,754,1354873795,103,1345708532,103,0,0,18,"Werden einzelne Beiträge mit Hilfe von Tags zu Themenbereichen gruppiert?","Are individual articles grouped into topic areas by using tags?","Beispielsweise kann die Einbindung einer Tagcloud oder Tagliste den Anwender beim Auffinden von für ihn relevanten Beiträgen unterstützen","For instance tag clouds or tag lists can help users find articles that are relevant to them.",0,6
109,754,1354874378,103,1345708532,103,0,0,18,"Ist ersichtlich, welcher Mitarbeiter der Bibliothek welche Beiträge verfasst hat?","Is clearly stated which employee of the library authored which article in the blog?","Weblogs sollen persönliche Meinungen und Impressionen widerspiegeln. Um einen authentischen Eindruck zu vermitteln, sowie für die Akzeptanz durch die Nutzer ist es wichtig, dass diese mit den Beiträgen nicht nur eine abstrakte Institution, sondern reale Personen verbinden können.","Blogs are supposed to reflect personal opinions and impressions. In order to seem authentic and to find acceptance among the users, it matters that the blog articles are generated by real persons, not by an abstract institution.",0,7
110,754,1354874447,103,1345708532,103,0,0,18,"Ermöglicht der Weblog den Bibliotheksnutzern eine ausreichende interaktive Beteiligung?","Does the weblog offer users interactive functionalities?","Der Weblog sollte so konfiguriert sein, dass zumindest registrierte Nutzer die Möglichkeit haben, Kommentare zu verfassen.","At a minimum the blog should allow users to add comments.",1,8
111,754,1354874593,103,1345708532,103,0,0,18,"Reagiert die Bibliothek angemessen auf Kommentare und Anfragen?","Does the library respond adequate to comments and requests of the users?","Wenn möglich sollte täglich auf  Kommentare und Anfragen reagiert werden.","Ideally the library should respond to comments and requests on a daily basis.",1,9
112,754,1354874639,103,1345708532,103,0,0,18,"Verfügt der Weblog über RSS?","Does the weblog provide an RSS-feed?","Anwender sollten die Möglichkeit haben, sich automatisch über neue Beiträge informieren lassen zu können.","Users should be able to receive automatic updates on new posts.",0,10
113,754,1354874971,103,1345708532,103,0,0,19,"Ist der Link zum Microblog bzw. der Microblog selbst angemessen in die Bibliothekswebseite eingebunden?","Is the link to the blog or the microblog properly integrated into the library website?","Der Microblog ist entweder in die Seite selbst integriert oder kann per Link in einem neuen Fenster oder Tab geöffnet werden. Bei letzterem ist der Link zum Blog angemessen in die Seitennavigation oder an einer anderen passenden Stelle eingebaut. Dem Anwender ist dann klar ersichtlich, dass er auf eine andere Plattform wechselt.","The microblog is either integrated into the library site itself or it can be opened in a new browser window or tab through a link. In the latter case the link is integrated properly into the navigation menu or conveniently placed elsewhere on the page. That way it is obvious to users that they change platforms when activating the link.",1,1
114,754,1354875295,103,1345708532,103,0,0,19,"Informieren die Beiträge über Themen, die dem Nutzer von Interesse sein können?","Do posts contain information on topics that are of interest to users?","Bei der Auswahl von Profilen, deren Inhalte die Bibliothek verfolgen möchte, ist darauf zu achten, dass diese mehrheitlich einen bibliotheksrelevanten Charakter aufweisen sollten.","In selecting topic profiles the library needs to take into consideration that these relate to library-specific themes.",0,2
115,754,1354875421,103,1345708532,103,0,0,19,"Werden dem Microblog regelmässig neue Beiträge hinzugefügt?","Is the microblog regularly updated?","Ein Microblog sollte mindestens mehrfach täglich neue Beiträge aufweisen können (eigene und Beiträge von Profilen, die die Bibliothek verfolgt).","Ideally a microblog should be updated several times a day (with the library's own posts as well as posts from profiles the library follows).",1,3
116,754,1354875557,103,1345708532,103,0,0,19,"Reagiert die Bibliothek angemessen auf Kommentare und Anfragen?","Does the library respond adequately to user comments and requests?","Da Beiträge beim Microblogging sehr kurzlebig sind und von ihrer Aktualität leben, sollte so zeitnah wie möglich, also am besten in Echtzeit oder zumindest mehrfach täglich auf Beiträge reagiert werden.","Since posts in microblogs tend to be relevant for a short period of time only, the library should answer as quickly as possible to incoming requests (ideally several times a day).",1,4
117,754,1354875630,103,1345708532,103,0,0,20,"Ist für den Nutzer ersichtlich wo er Unterstützung zu etwaigen Problemstellungen findet?","Is it obvious to users where to find support on any potential issues?","","",0,1
118,754,1354875709,103,1345708532,103,0,0,20,"Sind die angebotenen Hilfsmittel den jeweiligen Problemstellungen angemessen?","Are the help pages adequate?","Problemstellungen der Anwender und die hierfür angebotenen Hilfsmittel müssen aufeinander abgestimmt sein.","The help pages need to anticipate users' problems.",1,2
119,754,1354875864,103,1345708532,103,0,0,21,"Sind die FAQ angemessen in die Webseite eingebunden bzw. prominent platziert?","Is the FAQ section properly integrated into the website?","Die FAQs sollten von jeder Seite aus abrufbar sein. Da sie eine zentrale Hilfefunktion für den Anwender darstellen, sollte der Link zu den FAQ prominent und konsistent platziert werden.","The FAQ section provides essential support to users. Hence a link to it should be prominently displayed on every page.",1,1
120,754,1354875958,103,1345708532,103,0,0,21,"Sind die FAQ übersichtlich gestaltet?","Is the FAQ section well-structured?","Die einzelnen Fragen sollten beispielsweise farblich, durch Fettdruck oder Absätze von den Anworten abgehoben werden und sich durch Abstände von den restlichen Einträgen abgrenzen.","For instance questions could be marked out by color, bold print or spacing to distinguish them from the answers and other information.",1,2
121,754,1355134088,103,1345708532,103,0,0,21,"Sind die FAQ sinnvoll sortiert und bieten sie eine angemessene, intuitive Navigation?","Are the the FAQs ranked in a meaningful way; is the navigation intuitive?","In Abhängigkeit der Gesamtanzahl der Fragen empfiehlt sich eine thematische Sortierung oder eine Sortierung nach Relevanz/Häufigkeit der Fragen (bei maximal 12 Fragen). Sofern die Listen sehr lang sind, sollte beispielsweise mit Ankern oder Aufklappmenüs gearbeitet werden und bei jeder Frage auch die Navigation zurück zur Übersicht angeboten werden.","Depending on the total number of questions, they could be sorted by topic, relevance/frequency. In the case of longer lists (12+ problems) anchors will help users. Each question should also offer navigation ro return to the overview.",1,3
122,754,1355134729,103,1345708532,103,0,0,21,"Liefern die FAQ Antworten auf alle potentiell relevanten Fragen aus Sicht der Bibliotheksnutzer?","Does the FAQ section provide information on all likely questions a library user might have?","Es sollten Erläuterungen zu allen Dienstleistungen der Bibliothek (Ausleihgebühren, Öffnungszeiten, usw.) sowie zu allen Such- und Recherche-Funktionen, die die Webseite bietet, angeboten werden.","There should be explanations for all services provided by the library (e.g. opening hours, fees, etc.), as well as for all search and retrieval functions of the website.",1,4
123,754,1355134978,103,1345708532,103,0,0,21,"Sind die Erläuterungen knapp gehalten und für Laien verständlich?","Are the explanations succinct and easy to understand even to non-specialists?","Die Einträge sollten in einer einfach verständlichen Sprache verfasst werden. Fachausdrücke sollten hierbei nach Möglichkeit vermieden werden oder sind direkt zu erläutern.","The explanations should be written in an easily understandable language; technical terms should be avoided wherever possible or be explained where they are necessary.",1,5
124,754,1355135282,103,1345708532,103,0,0,22,"Sind die Tutorials an prominenter Stelle in die Webseite integriert, so dass der Anwender sie leicht finden kann?","Are the tutorials integrated adequately into the website so users can easily find them ?","Die Anleitungen sind in der Navigation  oder ausreichend prominent in der Webseite platziert, so dass der Anwender das Angebot wahrnimmt und nutzen kann. Gegebenenfalls wird in den FAQs zusätzlich auf die Anleitungen verwiesen. Auch aus den einzelnen Tutorials sollte es dem Anwender jederzeit möglich sein, zur Liste der gesamten Tutorials zurückzukehren und sich ggf. für ein anderes zu entscheiden.","The tutorials are referenced in the navigation and easy to fin. The FAQ section should provide references to the tutorials where appropriate. Also, users should be able to switch easily between tutorials. ",1,1
125,754,1345708532,103,1345708532,103,0,0,22,"Ist klar ersichtlich, was in der Anleitung beschrieben wird?","Is it clear for the users what is described in the manual?","Neben einem sprechenden Namen sollte eine kurze Beschreibung erläutern, was in der Anleitung vermittelt wird, ohne dass der Anwender diese öffnen muss.","In addition to a self-explanatory title also a short abstract of each tutorial should be provided, to make it easier for the users to decide which articles are relevant to them.",1,2
126,754,1355135319,103,1345708532,103,0,0,22,"Sind die Inhalte der Tutorials allgemein verständlich verfasst?","Are the tutorials easy to follow?","Die Beiträge sind in einer gut verständlichen Sprache formuliert und Fachbegriffe werden gegebenenfalls erklärt.","The contents of the tutorials are formulated in a comprehensible language and technical terms are explained where appropriate.",1,3
127,754,1355135495,103,1345708532,103,0,0,22,"Sind die Anleitungen klar strukturiert und gegliedert?","Are the tutorials well structured?","Die Anleitungen beschränken sich auf einzelne Lerneinheiten, so dass der Anwender gezielt die Anleitung  auswählen kann, die seinem aktuellen Bedarf entspricht. Umfangreichere Anleitungen sind entsprechend untergliedert und bieten dem Anwender die Möglichkeit, auf einzelne Unterkapitel zuzugreifen. Jede Lerneinheit kann alleinstehend verstanden werden und ist bei Bedarf um Querverweise ergänzt.","The instructions are limited to individual learning units, so that users can quickly choose the tutorial they currently need. More comprehensive tutorials should be structured into chapters; each section should be accessible separate and understandable on its own. Where necessary the individual sections should be cross-referenced.",1,4
128,754,1355135667,103,1345708532,103,0,0,22,"Kann der Anwender die Geschwindigkeit selbst bestimmen, mit der er der Anleitung folgt?","Can users determine the speed of tutorials according to their specific needs?","Insbesondere bei multimedialen Anleitungen sollte der Nutzer beispielsweise durch Weiterklicken oder eine Pausetaste die Geschwindigkeit selbst anpassen können. Es muss ihm zudem möglich sein, zuürckliegende Inhalte nochmals aufrufen zu können, sofern der Bedarf besteht, z.B. durch eine Funktion zum blättern oder ähnliches.","Especially in the case of multimedia tutorials (e.g. slide shows) users should be able to control the pace of the presentation. They should also be able to call up previous content again (e.g. by scrolling or similar).",1,5
129,754,1355135762,103,1345708532,103,0,0,22,"Sind die Inhalte didaktisch angemessen aufbereitet?","Does the content meet didactic standards?","Sind die Schulungsunterlagen entsprechend der jeweiligen Zielgruppe entsprechend aufbereitet?","Have course materials been shaped towards the target audiences?",1,6
130,754,1355135908,103,1345708532,103,0,0,22,"Sind die Inhalte ansprechend und angemessen gestaltet?","Is content clearly structured and well laid out?","Die Inhalte beinhalten in geeigneten Passagen ergänzendes Bildmaterial, Visualisierungen oder Tabellen und beschränken sich nicht lediglich auf textuelle Zusammenfassungen. Das Layout ist mit dem Layout der Bbliothekswebseite abgestimmt.","Images and other visualizations complement the texts. The layout corresponds with that of the library website.",1,7
131,754,1355136038,103,1345708532,103,0,0,22,"Wird zu jeder Anleitung eine Printversion angeboten?","Is a printer-friendly version available for each tutorial?","Insbesondere bei multimedialen Anleitungen (Flash, Video) sollte eine zusätzliche Zusammenfassung der wesentlichen Arbeitsschritte auch in einer druckbaren Version angeboten werden.","Especially for tutorials with multimedia content there should be a printable version summarizing the essential steps.",0,8
132,754,1355136253,103,1345708532,103,0,0,23,"Ist das Wiki angemessen in die Seite integriert?","Is the wiki properly integrated into the library website?","Wikis haben als solche ihren eigenen Aufbau, der den meistens Anwendern von Wikipedia her vertraut ist. Es ist darauf zu achten, dass der Aufbau des Wikis und der Bibliothekswebseite gut zusammenspielen, also das z.B. klar ist, dass die Suchfunktion nur fürs Wiki gilt und sich von der Sitesearch und Katalogsuche auch optisch unterscheidet und die Seite insgesamt nicht unübersichtlich wirkt. Ggf. kann das Wiki auch in einer neuen Seite geöffnet werden, sollte dann aber dem Layout der Bibliothekswebseite in Grundzügen (z.B. Logo) angepasst werden.","Wikis have their own structure and users are familiar with it from the online encyclopedia wikipedia. The wiki and the library website should be coordinated, e.g. it should be clear if a search function applies also to the wiki. Even if the wiki opens in a new browser window should its design correspond with the design of the website.",1,1
133,754,1355136514,103,1345708532,103,0,0,23,"Kann nach den einzelnen Wiki-Artikeln gesucht werden?","Is it possible to search for specific articles in the wiki?","Da ein Wiki nur wenig feste Navigationsstrukturen bietet, ist die Suchfunktion sehr wichtig. Sofern eine Sitesearch vorhanden ist, sollten die Wikiartikel sowohl über die Sitesearch, als auch über die Wiki-interne Suche funktionieren. Bei geeigneter Integration kann die Wiki-Suche vollständig durch die Sitesearch ersetzt werden.","Since a wiki provides only minimal navigation, search functions are very important. If a library website provides site search, in addition to the wiki's internal search, it should be possible to use the site search for searching within the contents of the wiki. Further integration may replace the wiki search by the site search.",1,2
134,754,1355136660,103,1345708532,103,0,0,23,"Wird eine Sitemap mit einem Überblick über die einzelnen Wiki-Artikel angeboten?","Is there a site-map providing an overview of the different articles in the wiki?","Wikis bieten die Möglichkeit, Übersichtsseiten in verschiedenen Formen anzulegen. Diese sollten ausreichend und angemessen eingesetzt werden.","Wikis offer a variety of formats for an overview. These should be used as appropriate.",1,3
135,754,1355136780,103,1345708532,103,0,0,23,"Sind die Wiki-Artikel ausreichend durch Links miteinander verknüpft?","Are the individual article in the wiki interlinked?","Aufgrund der fehlenden Navigationsstruktur innerhalb eines Wikis ist es besonders wichtig, die einzelnen Artikel durch Hyperlinks miteinander zu verknüpfen.","Owing to the lack of a proper navigation structure within a wiki, it is particularly important that the individual articles are interlinked via hyperlinks.",1,4
136,754,1355137146,103,1345708532,103,0,0,23,"Ist transparent, welcher Autor welchen Artikel oder Abschnitt verfasst hat und in wie weit diese Abschnitte als \"seriös\" oder zuverlässig zu bewerten sind und ist der Stand (Datum) der Artikel mitangegeben?","Are articles/sections signed, so it is obvious to users who authored the material? Are dates given of when articles were created or modified?","Wird ein Wiki innerhalb einer Bibliothek  z.B. für e-learning eingesetzt, so sollte sichergestellt werden, dass nur geschultes Personal und zuverlässige Autoren Artikel erstellen und bearbeiten können. Alternativ kann ein strenges Reviewing erfolgen. Der Anwender sollte ohne grossen Aufwand herausfinden können, ob die einzelnen Artikel als seriös und aktuell betrachtet werden können.","If a wiki is used for e-learning within a library, either trained staff only should have the possibility to create and edit articles or a strict reviewing process could be imposed. Uses should be able to figure out without additional research if articles can be rated authoritative.",1,5
137,754,1355137174,103,1345708532,103,0,0,23,"Sind die Inhalte innerhalb der einzelnen Seiten übersichtlich gegliedert?","Is the content within the individual pages clearly structured?","Wiki-Artikel sollten mehrere Gliederungspunkte zur Unterteilung enthalten. Es wird empfohlen, sofern jeweils sinnvoll, mindestens eine kurze Definition, eine Anleitung und weiterführende Links als Kapitel anzulegen und an geeigneter Stelle Hyperlinks zu anderen Artikeln zu setzen.","In general, wiki articles should be structured into several paragraphs. An article should provide a brief definition of the key term as well as more detailed information and links to related information.",1,6
138,754,1355137455,103,1345708532,103,0,0,23,"Sind ausreichend Artikel vorhanden bzw. sind umgekehrt keine \"brachliegenden\", unbefüllten oder überflüssigen Seiten vorhanden?","Does the wiki contain a sufficient number of articles? Conversely, there should be no superfluous or empty articles.","Enthält ein Wiki zu wenig Seiten, so geht die Hypertextstruktur verloren, die für Wikis besonders relevant ist, da keine feste Navigation anbieten. Durch das Setzen eines Links können im Wiki zudem Seiten angelegt werden, die jedoch noch nicht mit Inhalt befüllt sind. Diese Seiten gilt es zu vermeiden. Zudem sollten Seiten, deren Inhalt nicht mehr aktuell oder nur unzureichend befüllt ist, in regelmässigen Abständen überarbeitet werden.","If a wiki holds too few articles the underlying hypertext structure, which is essential for any wiki, gets lost. Hyperlinks for which stubs there are currently no articles in the wiki should be avoided. Articles that are no longer up to date as well as articles which don't provide sufficient information should be modified periodically.",1,7
139,754,1355137572,103,1345708532,103,0,0,24,"Ist klar ersichtlich, welche Thematik der Podcast behandelt?","Is it clear with which topics are covered by the podcast?","Neben einem sprechenden Namen sollte eine kurze Beschreibung erläutern, was im Podcast vermittelt wird.","In addition to a self-explanatory title, a short abstract should communicate the topic(s) of the podcast.",1,1
140,754,1355137661,103,1345708532,103,0,0,24,"Sind Grösse, Dauer und Format des Podcasts angegeben?","Are information about the size, duration and format of the podcast available?","Sowohl Dateigrösse als auch Dauer und Format  (z.B. Mp3) des Podcasts sollten angegeben sein.","File size, length and format of the podcast (e.g. mp3) should be specified.",1,2
141,754,1355141276,103,1345708532,103,0,0,24,"Steht der Podcast zum Download zur Verfügung?","Is the podcast available for download? ","","",1,3
